loss,chamfer_dist,new_dist,max_count1,max_count2,mean_count1,mean_count2,num_assigned1,num_assigned2,latent_reg_mean,latent_reg_std,latent_mean,latent_std,R_reg,val_loss,val_chamfer_dist,val_new_dist,val_max_count1,val_max_count2,val_mean_count1,val_mean_count2,val_num_assigned1,val_num_assigned2,val_latent_reg_mean,val_latent_reg_std,val_latent_mean,val_latent_std,val_R_reg,epoch,time
8.167046546936035,0.009949800558388233,0.8140878677368164,14.145951271057129,14.581350326538086,1.9331263303756714,1.771865963935852,1151.7593994140625,1189.4080810546875,0.3762628436088562,0.17350532114505768,-0.01719171740114689,0.9668521881103516,0.2611510157585144,8.162497520446777,0.06849827617406845,0.8138042092323303,13.986591339111328,15.514429092407227,1.9071122407913208,1.789055347442627,1155.596435546875,1177.116455078125,0.4316835105419159,0.21240122616291046,-0.04238717257976532,0.9636932611465454,0.24381104111671448,1,7812.08279299736
8.083304405212402,0.00860350951552391,0.8060108423233032,13.910056114196777,15.484639167785645,1.9263989925384521,1.771194577217102,1155.8956298828125,1190.44580078125,0.3733792304992676,0.17297576367855072,-0.016015740111470222,0.972190797328949,0.23122678697109222,7.791097640991211,0.02492714487016201,0.7768388390541077,12.595480918884277,18.073486328125,1.8645384311676025,1.7657766342163086,1175.7059326171875,1190.64013671875,0.42291155457496643,0.21645663678646088,0.017428087070584297,0.9640241861343384,0.22639678418636322,2,15620.296639680862
8.005929946899414,0.00807660911232233,0.7983795404434204,13.536481857299805,15.676468849182129,1.9100186824798584,1.763387680053711,1162.8043212890625,1194.4908447265625,0.37532779574394226,0.1748007982969284,-0.01298120990395546,0.9752570390701294,0.22098146378993988,7.796581268310547,0.028186146169900894,0.777470052242279,12.823627471923828,15.377751350402832,1.8300927877426147,1.7347294092178345,1196.3587646484375,1212.377197265625,0.43583378195762634,0.21047742664813995,0.01975782960653305,0.9715943932533264,0.21816472709178925,3,23427.944437742233
7.876326560974121,0.007387805730104446,0.785423219203949,13.08864688873291,15.75804328918457,1.8833645582199097,1.7498079538345337,1175.221435546875,1203.14306640625,0.3778112530708313,0.17953373491764069,-0.011971053667366505,0.9770669937133789,0.2199920117855072,7.517545700073242,0.06930035352706909,0.7495312094688416,11.85557746887207,12.927833557128906,1.7785969972610474,1.695786714553833,1223.0091552734375,1236.7083740234375,0.449981689453125,0.23945112526416779,-0.0059481593780219555,1.0196889638900757,0.22177228331565857,4,31250.826966762543
7.727172374725342,0.0071192230097949505,0.7704489827156067,12.614818572998047,15.437769889831543,1.8538917303085327,1.7331889867782593,1189.983154296875,1213.794921875,0.38404351472854614,0.18717120587825775,-0.0117580471560359,0.9747981429100037,0.22620689868927002,7.485499382019043,0.12032517045736313,0.7462359666824341,11.658350944519043,16.002302169799805,1.773467779159546,1.6964670419692993,1228.8638916015625,1238.8524169921875,0.4418841600418091,0.26513031125068665,0.0030204097274690866,1.068651556968689,0.23083634674549103,5,39071.614839076996
7.706348896026611,0.006987582426518202,0.7683210372924805,12.581293106079102,15.178771018981934,1.8506029844284058,1.731250286102295,1192.3455810546875,1215.3316650390625,0.38553300499916077,0.18994233012199402,-0.01125609315931797,0.9754118323326111,0.2312944233417511,7.497933864593506,0.12087050825357437,0.7473896741867065,11.355287551879883,12.143562316894531,1.7491562366485596,1.6793937683105469,1238.3135986328125,1246.291748046875,0.4291318953037262,0.24748298525810242,0.018291039392352104,1.0208487510681152,0.239596426486969,6,46892.605378866196
7.684964656829834,0.00687794154509902,0.7661697864532471,12.517279624938965,14.778106689453125,1.8451855182647705,1.7285999059677124,1194.8472900390625,1216.6287841796875,0.3869539797306061,0.19123829901218414,-0.012099210172891617,0.9762763381004333,0.23205459117889404,7.410459518432617,0.054369039833545685,0.7387176156044006,11.762357711791992,16.444414138793945,1.7922121286392212,1.711243748664856,1218.7574462890625,1229.30224609375,0.42992979288101196,0.24677562713623047,-0.04819868877530098,1.0073738098144531,0.23219344019889832,7,54721.07991337776
7.5856523513793945,0.006656147539615631,0.7562174201011658,12.194884300231934,14.679580688476562,1.8256131410598755,1.7171428203582764,1204.8856201171875,1224.19091796875,0.3904179036617279,0.19431883096694946,-0.011018229648470879,0.9762646555900574,0.2346031665802002,7.240171909332275,0.09293775260448456,0.7216575741767883,10.85951042175293,13.063490867614746,1.7310478687286377,1.6625629663467407,1254.925537109375,1262.728759765625,0.4231362044811249,0.25625932216644287,-0.008394313044846058,1.02204430103302,0.23515906929969788,8,62565.534625291824
7.551428318023682,0.006465926766395569,0.7527424097061157,12.113615989685059,14.70390510559082,1.8179755210876465,1.7134344577789307,1208.6495361328125,1226.912109375,0.39105600118637085,0.19711677730083466,-0.0106069166213274,0.9755588173866272,0.2393016368150711,7.187094211578369,0.07387524098157883,0.7163116931915283,10.797770500183105,12.96858024597168,1.727533221244812,1.6616181135177612,1256.35986328125,1262.611083984375,0.42893287539482117,0.2502002716064453,-0.011979889124631882,0.9969846606254578,0.23907722532749176,9,70394.21673798561
7.535991191864014,0.006537158507853746,0.7511721253395081,12.048264503479004,14.494355201721191,1.8136240243911743,1.7116464376449585,1210.1939697265625,1227.9708251953125,0.39195194840431213,0.19886718690395355,-0.011356859467923641,0.9751901626586914,0.2416677325963974,7.28264045715332,0.09600987285375595,0.7258159518241882,10.985060691833496,12.419408798217773,1.7271026372909546,1.6675174236297607,1254.0777587890625,1257.991455078125,0.4243830144405365,0.27563196420669556,-0.026123076677322388,1.0384646654129028,0.24412646889686584,10,78221.08260440826
7.508450984954834,0.006398871541023254,0.7484036087989807,11.96337890625,14.559794425964355,1.8092451095581055,1.7088875770568848,1212.7833251953125,1229.7662353515625,0.3918083906173706,0.20145495235919952,-0.011642178520560265,0.97499018907547,0.24366512894630432,7.12481689453125,0.0653558075428009,0.710030198097229,10.627080917358398,14.05067253112793,1.7197788953781128,1.658413052558899,1262.4105224609375,1266.329345703125,0.4229338765144348,0.270775705575943,-0.01263313926756382,1.027883768081665,0.24447894096374512,11,86076.7333111763
